date,action,symbol,price,shares,value
2016-05-24,BUY,AMD,4.2,47619.0498,200000.0
2016-05-24,BUY,APA,58.25,3433.4764,200000.0
2016-05-24,BUY,NRG,16.02,12484.3942,200000.0
2016-05-24,BUY,NVDA,1.134,176366.8518,200000.0
2016-05-25,BUY,OKE,43.07,4617.0428,198856.03
2016-06-14,SELL,NRG,14.23,12484.3942,177652.92
2016-07-25,SELL,APA,51.97,3433.4764,178437.77
2016-07-25,BUY,AXON,28.5,7933.0052,226090.65
2016-09-09,SELL,AMD,5.9,47619.0498,280952.4
2016-09-09,BUY,APA,59.4,3697.4802,219630.33
2016-10-03,SELL,AXON,24.29,7933.0052,192692.7
2016-10-03,BUY,TPL,26.6033,8702.5039,231515.61
2016-11-02,SELL,OKE,46.59,4617.0428,215108.03
2016-11-02,BUY,DAL,41.93,5459.4559,228914.99
2016-11-03,SELL,APA,55.52,3697.4802,205284.1
2016-11-03,BUY,GEN,25.45,8779.8035,223446.01
2016-12-02,SELL,GEN,23.51,8779.8035,206413.18
2016-12-02,BUY,STLD,36.68,6930.0147,254192.94
2017-03-03,SELL,TPL,32.7811,8702.5039,285277.76
2017-03-03,BUY,MU,25.57,10278.7593,262827.87
2017-03-07,SELL,DAL,47.64,5459.4559,260088.48
2017-03-07,BUY,AVGO,21.925,11748.5746,257587.49
2017-03-09,SELL,STLD,34.05,6930.0147,235967.0
2017-03-09,BUY,NRG,17.86,14384.3256,256904.06
2017-04-04,SELL,NVDA,2.5195,176366.8518,444356.29
2017-04-04,BUY,VRTX,112.29,2387.1822,268056.69
2017-05-02,SELL,NRG,15.77,14384.3256,226840.82
2017-05-02,BUY,SHOP,8.298,31552.2125,261820.27
2017-07-31,SELL,MU,28.12,10278.7593,289038.72
2017-07-31,BUY,FSLR,49.31,5866.6274,289283.41
2017-09-20,SELL,AVGO,24.291,11748.5746,285384.63
2017-09-20,BUY,TTWO,102.96,2964.1413,305187.98
2017-10-06,SELL,SHOP,9.792,31552.2125,308959.26
2017-10-06,BUY,ALNY,122.65,2401.3131,294521.05
2017-10-26,SELL,VRTX,143.76,2387.1822,343181.3
2017-10-26,BUY,GNRC,52.0,5455.3574,283678.58
2018-01-31,SELL,GNRC,48.93,5455.3574,266930.64
2018-01-31,BUY,STX,55.2,5848.8831,322858.35
2018-02-05,SELL,ALNY,119.92,2401.3131,287965.46
2018-02-05,BUY,DECK,15.8167,19068.1014,301593.8
2018-02-08,SELL,FSLR,60.69,5866.6274,356045.61
2018-02-08,SELL,TTWO,103.51,2964.1413,306818.27
2018-02-09,BUY,FTNT,9.308,30808.6039,286766.47
2018-02-09,BUY,LITE,57.2,5013.3998,286766.47
2018-04-16,SELL,LITE,58.475,5013.3998,293158.55
2018-04-16,BUY,CVNA,5.406,58669.6384,317168.07
2018-06-07,SELL,STX,55.23,5848.8831,323033.81
2018-06-07,BUY,OXY,86.48,4058.2636,350958.65
2018-08-09,SELL,OXY,77.79,4058.2636,315692.33
2018-08-09,BUY,MELI,384.39,1035.7971,398150.07
2018-08-17,SELL,MELI,324.2,1035.7971,335805.43
2018-08-17,BUY,DXCM,32.74,12125.09,396975.47
2018-09-17,SELL,DECK,18.74,19068.1014,357336.22
2018-09-17,BUY,HWM,17.4233,24239.4171,422330.95
2018-10-02,SELL,CVNA,10.892,58669.6384,639029.71
2018-10-02,BUY,CF,55.81,7268.2235,405639.57
2018-10-23,SELL,CF,47.19,7268.2235,342987.46
2018-10-24,SELL,HWM,15.2377,24239.4171,369353.69
2018-11-02,SELL,FTNT,14.512,30808.6039,447094.46
2018-11-07,BUY,CIEN,34.73,10653.2442,369987.16
2018-11-07,BUY,SBUX,68.16,5428.2152,369987.16
2018-11-07,BUY,BALL,48.84,7575.4947,369987.16
2018-11-19,SELL,DXCM,30.3275,12125.09,367723.66
2018-12-03,BUY,TSLA,23.8993,14767.6028,352935.84
2018-12-20,SELL,BALL,44.14,7575.4947,334382.33
2018-12-20,SELL,TSLA,21.0253,14767.6028,310493.77
2019-02-12,BUY,INSM,25.97,13489.2134,350314.86
2019-02-12,BUY,NOW,46.93,7464.6252,350314.86
2019-05-06,SELL,CIEN,37.04,10653.2442,394596.17
2019-05-06,BUY,SHOP,26.552,14408.9735,382587.07
2019-05-21,SELL,INSM,26.41,13489.2134,356250.12
2019-05-21,BUY,IR,35.89,10276.8655,368836.7
2019-08-01,SELL,IR,31.21,10276.8655,320740.96
2019-08-01,BUY,FICO,359.81,1109.1475,399082.34
2019-08-02,SELL,NOW,53.172,7464.6252,396909.06
2019-08-02,BUY,CF,52.68,7447.7687,392348.46
2019-09-11,SELL,FICO,313.93,1109.1475,348194.65
2019-09-11,BUY,PDD,36.67,10356.9501,379789.34
2019-09-19,SELL,SHOP,32.5,14408.9735,468291.64
2019-09-19,BUY,BLDR,20.56,17947.4183,368998.91
2019-10-01,SELL,SBUX,86.51,5428.2152,469594.9
2019-10-01,BUY,AAPL,56.1475,6371.2778,357731.31
2019-10-01,BUY,D,81.22,4404.4731,357731.31
2019-10-21,SELL,CF,46.46,7447.7687,346023.33
2019-11-20,SELL,PDD,31.4,10356.9501,325208.23
2019-11-20,BUY,MRNA,20.18,18939.969,382208.58
2020-02-18,SELL,MRNA,18.91,18939.969,358154.81
2020-02-18,BUY,SHOP,53.641,7592.5165,407270.17
2020-02-25,SELL,BLDR,24.72,17947.4183,443660.17
2020-02-25,BUY,REGN,442.35,851.047,376460.64
2020-02-27,SELL,AAPL,68.38,6371.2778,435667.96
2020-02-27,SELL,D,81.28,4404.4731,357995.57
2020-03-02,BUY,MRNA,29.88,12484.7658,373044.79
2020-03-02,BUY,CLX,172.01,2168.739,373044.79
2020-03-09,SELL,SHOP,41.832,7592.5165,317610.16
2020-03-10,SELL,MRNA,22.34,12484.7658,278909.67
2020-05-27,BUY,CIEN,55.57,6640.1418,368992.68
2020-05-27,BUY,MRVL,30.7,12019.3052,368992.68
2020-09-01,SELL,REGN,592.68,851.047,504398.52
2020-09-01,BUY,CVNA,45.438,9028.2293,410224.68
2020-09-03,SELL,CIEN,45.46,6640.1418,301860.84
2020-09-03,BUY,ADM,45.81,8267.8492,378750.18
2020-09-04,SELL,CLX,212.52,2168.739,460900.43
2020-09-04,BUY,ON,22.68,16378.0523,371454.23
2020-09-08,SELL,CVNA,36.2,9028.2293,326821.91
2020-09-08,BUY,HLT,91.9,3936.889,361800.11
2020-11-02,SELL,MRVL,36.89,12019.3052,443392.16
2020-11-02,BUY,TPR,23.63,15817.6994,373772.22
2021-01-27,SELL,HLT,98.67,3936.889,388452.83
2021-01-27,BUY,WBD,43.87,9975.5169,437625.92
2021-03-25,SELL,WBD,57.75,9975.5169,576086.1
