symbol,entry_date,entry_px,shares,exit_date,exit_px,pnl,ret_pct,bars_held,open
TQQQ,2023-01-27,11.665,8811.4847,2023-01-31,11.455,-1850.41,-1.8,2,False
TQQQ,2023-02-01,12.195,8421.4826,2023-03-13,10.665,-12884.87,-12.55,27,False
TQQQ,2023-03-14,11.39,8231.0478,2025-03-07,33.705,183675.85,195.92,497,False
TQQQ,2025-05-13,34.57,8466.4154,2026-03-23,44.57,84664.15,28.93,215,False
TQQQ,2026-04-09,48.96,7627.007,2026-05-22,77.84,220267.93,58.99,31,True
