symbol,entry_date,entry_px,shares,exit_date,exit_px,pnl,ret_pct,bars_held,open
TQQQ,2023-05-25,16.26,49.4191,2025-03-07,33.705,862.12,107.29,446,False
TQQQ,2025-05-13,34.57,50.5376,2026-03-23,44.57,505.38,28.93,215,False
TQQQ,2026-04-09,48.96,45.527,2026-05-22,77.84,1314.82,58.99,31,True
