date,equity
2023-05-24,999360.0
2023-05-25,1025017.0125843042
2023-05-26,1050905.8206899522
2023-05-30,1054031.8456775164
2023-05-31,1044820.3230243986
2023-06-01,1050021.390266962
2023-06-02,1038696.1418037477
2023-06-05,1041546.101824749
2023-06-06,1051572.866805784
2023-06-07,1028608.2702270123
2023-06-08,1038117.6437976594
2023-06-09,1043190.7286383231
2023-06-12,1058091.8398855142
2023-06-13,1048089.2680735486
2023-06-14,1056030.0938971413
2023-06-15,1064969.4345336854
2023-06-16,1050358.8037612855
2023-06-20,1046805.0426351049
2023-06-21,1033507.9406221071
2023-06-22,1036117.4799233091
2023-06-23,1022558.6192960662
2023-06-26,1007240.0245401242
2023-06-27,1022756.7945795495
2023-06-28,1022023.741825402
2023-06-29,1019508.2196974601
2023-06-30,1032674.7516567772
2023-07-03,1034212.6851252269
2023-07-05,1036279.9019981301
2023-07-06,1031531.1632988271
2023-07-07,1030376.6311559272
2023-07-10,1041907.9023239701
2023-07-11,1042221.7781765452
2023-07-12,1050865.1439320575
2023-07-13,1062799.7809304905
2023-07-14,1057383.5535438994
2023-07-17,1067648.2124757527
2023-07-18,1068370.3208110346
2023-07-19,1075024.1840671946
2023-07-20,1039993.8562629374
2023-07-21,1038451.5314232772
2023-07-24,1034141.7944430199
2023-07-25,1042460.5228603531
2023-07-26,1045321.852202811
2023-07-27,1055346.8151199014
2023-07-28,1073519.9346013558
2023-07-31,1078781.8255642075
2023-08-01,1112013.0009038877
2023-08-02,1074978.3900761695
2023-08-03,1084879.2186079714
2023-08-04,1076451.4293995108
2023-08-07,1083602.3869194293
2023-08-08,1067020.3216328914
2023-08-09,1055396.0910571746
2023-08-10,1058595.2520426523
2023-08-11,1050873.7998839512
2023-08-14,1068234.6313966268
2023-08-15,1059995.2110612886
2023-08-16,1045318.7864558686
2023-08-17,1026343.9480468687
2023-08-18,1029274.1186494567
2023-08-21,1051394.3972953812
2023-08-22,1021740.7046377097
2023-08-23,1030839.0898841139
2023-08-24,1006381.037951415
2023-08-25,1014948.9545849904
2023-08-28,1017772.368250261
2023-08-29,1031830.6626332478
2023-08-30,1042805.7125607111
2023-08-31,1065262.7080095303
2023-09-01,1064927.1794676974
2023-09-05,1068071.3270811785
2023-09-06,1066391.2319099181
2023-09-07,1066434.6187188374
2023-09-08,1065454.6896830907
2023-09-11,1080919.8812594367
2023-09-12,1067405.880671241
2023-09-13,1063532.4829598204
2023-09-14,1081430.598603221
2023-09-15,1065087.0643049085
2023-09-18,1075291.842800988
2023-09-19,1052366.2806342326
2023-09-20,1042546.2554694396
2023-09-21,1024891.2426856417
2023-09-22,1025006.4056347153
2023-09-25,1024779.0066181673
2023-09-26,1023141.9793340244
2023-09-27,1032410.5721831291
2023-09-28,1043839.3689820108
2023-09-29,1044363.953090401
2023-10-02,1059340.8578887507
2023-10-03,1033106.1173402086
2023-10-04,1044945.730710669
2023-10-05,1041315.3617021054
2023-10-06,1070051.0068041212
2023-10-09,1083454.1469113638
2023-10-10,1087138.3883626626
2023-10-11,1095724.740528042
2023-10-12,1089587.6125026261
2023-10-13,1073216.6816269623
2023-10-16,1084376.7563622398
2023-10-17,1088977.2172009174
2023-10-18,1080027.9810377825
2023-10-19,1068513.9456633073
2023-10-20,1050905.7609525514
2023-10-23,1055944.233920088
2023-10-24,1063875.1871883208
2023-10-25,1035729.2629641306
2023-10-26,1012784.9917440016
2023-10-27,1010246.0915188021
2023-10-30,1022004.6749160299
2023-10-31,1024835.6567480252
2023-11-01,1031626.5658846488
2023-11-02,1056548.753463843
2023-11-03,1075214.0041546393
2023-11-06,1076657.9104383104
2023-11-07,1098354.754814444
2023-11-08,1096151.266768276
2023-11-09,1099936.418396215
2023-11-10,1137062.6139279753
2023-11-13,1128358.1023299517
2023-11-14,1132141.3350277194
2023-11-15,1128416.936156338
2023-11-16,1112553.0164981536
2023-11-17,1116086.571125664
2023-11-20,1131297.6333797807
2023-11-21,1121625.0454796245
2023-11-22,1132742.1239826821
2023-11-24,1141723.2378895567
2023-11-27,1127710.7757862192
2023-11-28,1130342.2367041842
2023-11-29,1165469.9042263762
2023-11-30,1157469.3095897967
2023-12-01,1168715.184493687
2023-12-04,1186632.1208431267
2023-12-05,1198601.9787411883
2023-12-06,1194721.7031960287
2023-12-07,1195384.9089183626
2023-12-08,1210718.6310895905
2023-12-11,1204661.3097245777
2023-12-12,1216855.540654403
2023-12-13,1232920.782187936
2023-12-14,1228141.4985941297
2023-12-15,1234090.9996009213
2023-12-18,1234712.93630022
2023-12-19,1234524.3209904735
2023-12-20,1222097.2301732511
2023-12-21,1231873.2943267743
2023-12-22,1245879.656092164
2023-12-26,1243951.8581323887
2023-12-27,1277056.0168377846
2023-12-28,1276895.9202696586
2023-12-29,1261122.2043952688
2024-01-02,1277833.432260876
2024-01-03,1252789.4534788688
2024-01-04,1265328.873472122
2024-01-05,1254993.0047751493
2024-01-08,1258613.096439529
2024-01-09,1269279.2999673523
