date,action,symbol,price,shares,value
2016-05-24,BUY,AMD,4.2,79365.083,333333.33
2016-05-24,BUY,NVDA,1.134,293944.753,333333.33
2016-05-24,BUY,AXON,21.86,15248.551,333333.33
2016-06-01,BUY,NVDA,1.1703,899.303,1052.41
2016-06-01,SELL,AMD,4.43,1477.6593,6546.03
2016-06-01,BUY,AMAT,24.38,14152.6368,345041.27
2016-06-01,SELL,AXON,22.32,15248.551,340347.65
2016-07-01,BUY,NVDA,1.1665,12736.157,14856.73
2016-07-01,SELL,AMD,5.07,7119.7121,36096.94
2016-07-01,SELL,AMAT,23.89,14152.6368,338106.48
2016-07-01,BUY,AXON,24.89,14415.1193,358792.31
2016-08-01,BUY,NVDA,1.4182,4040.8808,5730.98
2016-08-01,SELL,AMD,6.64,4207.9806,27940.99
2016-08-01,BUY,AXON,29.16,741.143,21611.73
2016-09-01,SELL,NVDA,1.5788,18543.8214,29276.06
2016-09-01,SELL,AMD,7.35,3607.9278,26518.27
2016-09-01,BUY,SHOP,4.067,113768.3201,462695.75
2016-09-01,SELL,AXON,26.85,15156.2623,406945.65
2016-10-03,SELL,NVDA,1.7112,14947.5891,25579.06
2016-10-03,BUY,AMD,6.95,5530.1275,38434.39
2016-10-03,SELL,SHOP,4.303,113768.3201,489545.08
2016-10-03,BUY,LITE,41.45,11482.4945,475949.41
2016-11-01,SELL,NVDA,1.7263,12446.2797,21485.39
2016-11-01,BUY,MU,16.98,27010.3652,458635.99
2016-11-01,SELL,AMD,7.09,3794.2045,26900.91
2016-11-01,SELL,LITE,35.8,11482.4945,411073.29
2016-12-01,SELL,NVDA,2.191,18724.7163,41025.85
2016-12-01,BUY,ODFL,29.7867,18165.392,541086.48
2016-12-01,SELL,AMD,8.39,195.8958,1643.57
2016-12-01,SELL,MU,18.48,27010.3652,499151.54
2017-01-03,BUY,NVDA,2.5503,277.9776,708.91
2017-01-03,SELL,ODFL,28.9267,18165.392,525464.23
2017-01-03,SELL,AMD,11.43,9328.6371,106626.32
2017-01-03,BUY,MU,22.55,27960.7689,630515.32
2017-02-01,SELL,NVDA,2.8488,6124.8428,17448.15
2017-02-01,BUY,CSX,15.6967,43758.802,686867.33
2017-02-01,BUY,AMD,12.06,1790.9779,21599.19
