symbol,entry_date,entry_px,shares,exit_date,exit_px,pnl,ret_pct,bars_held,cap_tag,pnl_pct
LRCX,2025-12-15,164.0535,163.1804,2026-01-26,222.5356,9543.13,35.65,27,mega,35.65
AMAT,2026-01-26,318.811,4475.4595,2026-02-02,330.5035,52329.31,3.67,5,mega,3.67
MU,2025-09-29,163.5143,174.3624,2026-02-02,439.34,48093.64,168.69,84,mega,168.69
INTC,2026-02-02,48.8166,2310.6518,2026-02-09,50.2245,3253.17,2.88,4,mega,2.88
LRCX,2025-12-15,164.0535,62.9929,2026-02-09,228.4568,4056.95,39.26,36,mega,39.26
INTC,2026-02-02,48.8166,29184.6524,2026-02-17,46.1007,-79262.6,-5.56,9,mega,-5.56
MU,2025-09-29,163.5143,161.4383,2026-02-17,396.8137,37663.46,142.68,93,mega,142.68
LRCX,2025-12-15,164.0535,205.1516,2026-02-17,234.6574,14484.5,43.04,41,mega,43.04
MU,2025-09-29,163.5143,53.8965,2026-02-23,420.0,13823.69,156.86,97,mega,156.86
AMAT,2026-02-17,357.8623,78.2463,2026-03-02,370.0601,954.43,3.41,9,mega,3.41
MU,2025-09-29,163.5143,13.8701,2026-03-02,411.1599,3434.86,151.45,102,mega,151.45
MU,2025-09-29,163.5143,83.015,2026-03-09,389.01,18719.52,137.91,107,mega,137.91
MU,2025-09-29,163.5143,230.3305,2026-03-16,445.2,64880.81,172.27,112,mega,172.27
AMAT,2026-02-17,357.8623,4230.5751,2026-03-23,361.8101,16701.46,1.1,24,mega,1.1
LRCX,2025-12-15,164.0535,6691.6474,2026-03-23,233.11,462101.75,42.09,65,mega,42.09
MU,2025-09-29,163.5143,3291.7134,2026-03-23,404.0,791609.99,147.07,117,mega,147.07
MU,2026-04-13,430.3,98.9624,2026-04-20,447.3401,1686.33,3.96,7,mega,3.96
LRCX,2026-04-13,267.3201,5507.388,2026-04-20,264.0,-18285.08,-1.24,7,mega,-1.24
INTC,2026-04-13,65.59,1612.2511,2026-04-27,84.55,30568.28,28.91,14,mega,28.91
INTC,2026-04-13,65.59,1178.3882,2026-05-04,95.47,35210.24,45.56,21,mega,45.56
MU,2026-04-13,430.3,130.3263,2026-05-04,578.95,19373.01,34.55,21,mega,34.55
GEV,2026-04-20,992.0,1585.2497,2026-05-04,1073.0,128405.23,8.17,14,mega,8.17
INTC,2026-04-13,65.59,0.4056,2026-05-11,129.12,25.77,96.86,28,mega,96.86
MU,2026-04-13,430.3,42.3792,2026-05-11,793.3,15383.66,84.36,28,mega,84.36
AMD,2026-05-04,342.85,296.4551,2026-05-18,421.05,23182.79,22.81,14,mega,22.81
INTC,2026-04-13,65.59,17.7844,2026-05-25,119.89,965.69,82.79,42,mega,82.79
AMD,2026-05-04,342.85,7.8128,2026-05-25,468.17,979.1,36.55,21,mega,36.55
MU,2026-04-13,430.3,607.0813,2026-06-01,1038.5,369226.86,141.34,49,mega,141.34
INTC,2026-04-13,65.59,1255.8628,2026-06-08,110.25,56086.83,68.09,56,mega,68.09
AMD,2026-05-04,342.85,15.8553,2026-06-08,491.41,2355.47,43.33,35,mega,43.33
INTC,2026-04-13,65.59,201.067,2026-06-15,125.88,12122.33,91.92,63,mega,91.92
MU,2026-04-13,430.3,25.2615,2026-06-15,1080.53,16425.76,151.11,63,mega,151.11
