date,action,symbol,price,shares,value
2023-05-24,BUY,APP,24.43,13644.4261,333333.33
2023-05-24,BUY,META,249.21,1337.56,333333.33
2023-05-24,BUY,PLTR,12.23,27255.384,333333.33
2023-06-01,SELL,PLTR,14.54,2062.4314,29987.75
2023-06-01,SELL,APP,24.83,13644.4261,338791.1
2023-06-01,BUY,META,272.61,6.1382,1673.32
2023-06-01,BUY,NVDA,39.77,9210.5991,366305.53
2023-07-03,BUY,MSTR,37.784,10281.0613,388459.63
2023-07-03,SELL,PLTR,15.52,163.3382,2535.01
2023-07-03,SELL,META,286.02,1343.6981,384324.53
2023-07-03,SELL,NVDA,42.413,51.6232,2189.5
2023-08-01,SELL,MSTR,43.498,10281.0613,447205.62
2023-08-01,SELL,PLTR,19.99,2136.7996,42714.62
2023-08-01,BUY,APP,31.43,14560.2086,457627.36
2023-08-01,BUY,NVDA,46.507,680.9915,31670.87
2023-09-01,SELL,PLTR,15.18,22892.8148,347512.93
2023-09-01,SELL,APP,43.19,3346.8725,144551.42
2023-09-01,BUY,NVDA,48.509,143.8291,6977.01
2023-09-01,BUY,ADBE,563.21,859.8994,484303.97
2023-10-02,BUY,PLTR,15.88,28382.7765,450718.49
2023-10-02,BUY,INSM,25.37,17765.8052,450718.49
2023-10-02,SELL,APP,40.82,171.7267,7009.88
2023-10-02,SELL,NVDA,44.782,9983.7965,447094.39
2023-10-02,SELL,ADBE,521.13,859.8994,448119.39
2023-11-01,BUY,MSTR,42.667,9931.3493,423740.88
2023-11-01,BUY,PDD,102.93,4116.7869,423740.88
2023-11-01,SELL,PLTR,14.92,28382.7765,423471.03
2023-11-01,SELL,INSM,24.99,17765.8052,443967.47
2023-11-01,BUY,APP,36.7,504.4634,18513.81
2023-12-01,SELL,MSTR,52.768,62.0245,3272.91
2023-12-01,SELL,PDD,145.27,531.8449,77261.11
2023-12-01,SELL,APP,38.25,11546.0728,441637.28
2023-12-01,BUY,CRWD,235.03,2215.8216,520784.55
2024-01-02,SELL,MSTR,68.515,1381.9494,94684.26
2024-01-02,BUY,PDD,145.64,407.8657,59401.57
2024-01-02,BUY,CRWD,246.89,139.5291,34448.33
2024-02-01,SELL,MSTR,50.348,8487.3755,427322.38
2024-02-01,BUY,NVDA,63.027,8661.5915,545914.13
2024-02-01,SELL,PDD,126.59,3992.8078,505449.53
2024-02-01,SELL,CRWD,299.37,531.8074,159207.19
2024-02-01,BUY,AMD,170.48,3202.2181,545914.13
