date,action,symbol,price,shares,value
2016-05-24,BUY,AMD,4.2,79365.083,333333.33
2016-05-24,BUY,AMAT,23.49,14190.4358,333333.33
2016-05-24,BUY,AXON,21.86,15248.551,333333.33
2016-06-01,SELL,AMD,4.43,1329.1304,5888.05
2016-06-01,SELL,AMAT,24.38,10.8103,263.56
2016-06-01,SELL,AXON,22.32,15248.551,340347.65
2016-06-01,BUY,CPRT,6.17,56029.0522,345699.26
2016-07-01,SELL,AMD,5.07,7069.554,35842.64
2016-07-01,SELL,AMAT,23.89,14179.6254,338751.24
2016-07-01,BUY,AXON,24.89,14455.5911,359799.65
2016-07-01,SELL,CPRT,6.1675,56029.0522,345559.18
2016-07-01,BUY,FANG,90.54,3973.9303,359799.65
2016-08-01,SELL,AMD,6.64,9061.3067,60167.08
2016-08-01,SELL,AXON,29.16,359.2329,10475.23
2016-08-01,SELL,FANG,85.95,3973.9303,341559.3
2016-08-01,BUY,STX,32.43,12674.9861,411049.8
2016-09-01,SELL,AMD,7.35,4757.4808,34967.48
2016-09-01,BUY,MELI,173.68,2418.4417,420034.94
2016-09-01,SELL,AXON,26.85,14096.3582,378487.22
2016-09-01,BUY,SHOP,4.067,103278.8161,420034.94
2016-09-01,SELL,STX,33.71,12674.9861,427273.77
2016-10-03,BUY,AMD,6.95,4749.4566,33008.72
2016-10-03,SELL,MELI,186.2,2418.4417,450313.84
2016-10-03,BUY,MU,17.73,24263.0919,430184.61
2016-10-03,BUY,LITE,41.45,10378.3981,430184.61
2016-10-03,SELL,SHOP,4.303,103278.8161,444408.74
2016-11-01,SELL,AMD,7.09,4494.4515,31865.66
2016-11-01,BUY,NFLX,12.33,33007.6691,406984.56
2016-11-01,SELL,MU,16.98,294.625,5002.73
2016-11-01,SELL,LITE,35.8,10378.3981,371546.64
2016-12-01,SELL,AMD,8.39,5324.3979,44671.7
2016-12-01,BUY,ODFL,29.7867,14668.8541,436936.27
2016-12-01,SELL,NFLX,11.722,33007.6691,386915.9
2016-12-01,SELL,MU,18.48,23968.4669,442937.26
2016-12-01,BUY,CSX,12.2067,35794.8875,436936.27
2017-01-03,SELL,AMD,11.43,9896.7513,113119.87
2017-01-03,SELL,ODFL,28.9267,14668.8541,424321.05
2017-01-03,BUY,MU,22.55,21380.6739,482134.18
2017-01-03,SELL,CSX,11.9633,35794.8875,428226.16
2017-01-03,BUY,WDC,52.4792,9187.1457,482134.18
2017-02-01,BUY,AMD,12.06,1655.9347,19970.57
2017-02-01,SELL,MU,24.75,19.9029,492.6
2017-02-01,BUY,CSX,15.6967,33680.9778,528679.08
2017-02-01,SELL,WDC,59.8337,9187.1457,549701.01
2017-03-01,SELL,AMD,14.96,5249.7083,78535.64
2017-03-01,SELL,MU,24.55,21360.771,524406.91
2017-03-01,BUY,CSX,16.4033,1511.3744,24791.58
2017-03-01,BUY,SHOP,5.965,96776.5097,577271.9
