date,action,symbol,price,shares
2023-02-23,BUY,ABNB,128.0277,7804.5582
2023-02-28,SELL,ABNB,124.8624,7804.5582
2023-03-01,BUY,AXON,206.7394,4706.0982
2023-05-02,SELL,AXON,215.686,4706.0982
2023-05-03,BUY,AMD,83.185,12182.662
2023-05-16,SELL,AMD,97.3438,12182.662
2023-05-17,BUY,APP,24.5032,48320.5738
2023-05-23,SELL,APP,24.7728,48320.5738
2023-05-24,BUY,META,244.9021,4879.9916
2023-05-31,SELL,META,259.59,4879.9916
2023-06-01,BUY,PLTR,14.3584,88085.7033
2023-06-21,SELL,PLTR,15.6864,88085.7033
2023-06-22,BUY,NVDA,42.1846,32702.3736
2023-07-11,SELL,NVDA,42.4043,32702.3736
2023-07-12,BUY,PLTR,16.6949,82929.654
2023-07-18,SELL,PLTR,17.7334,82929.654
2023-07-19,BUY,NVDA,47.4098,30969.7913
2023-07-25,SELL,NVDA,44.8646,30969.7913
2023-07-26,BUY,PLTR,16.3954,84610.559
2023-08-15,SELL,PLTR,15.6165,84610.559
2023-08-16,BUY,NVDA,44.3853,29721.6956
2023-08-22,SELL,NVDA,47.935,29721.6956
2023-09-07,BUY,NVDA,45.3079,31394.7405
2023-09-19,SELL,NVDA,43.7293,31394.7405
2023-10-18,BUY,PLTR,17.7733,77119.7917
2023-10-24,SELL,PLTR,16.4852,77119.7917
2023-11-08,BUY,PLTR,18.7418,67725.655
2023-11-28,SELL,PLTR,19.1912,67725.655
2023-11-29,BUY,PDD,139.121,9327.5399
2024-01-17,SELL,PDD,136.3352,9327.5399
2024-01-18,BUY,CRWD,281.8067,4505.347
2024-03-05,SELL,CRWD,305.1217,4505.347
2024-03-06,BUY,NVDA,87.7282,15644.6776
2024-03-26,SELL,NVDA,95.5564,15644.6776
2024-03-27,BUY,MSTR,195.2098,7645.9126
2024-04-16,SELL,MSTR,130.1565,7645.9126
2024-05-08,BUY,NVDA,89.3058,11125.5062
2024-07-09,SELL,NVDA,130.2543,11125.5062
2024-07-10,BUY,ARM,182.7355,7917.5981
2024-07-16,SELL,ARM,179.5403,7917.5981
2024-07-17,BUY,NVDA,120.9783,11731.4701
2024-07-23,SELL,NVDA,122.7556,11731.4701
2024-07-24,BUY,ARM,165.8409,8669.7511
2024-07-30,SELL,ARM,140.0896,8669.7511
2024-08-21,BUY,NVDA,127.0292,9545.823
2024-09-04,SELL,NVDA,104.9024,9545.823
2024-09-18,BUY,PLTR,35.966,27797.8317
2024-09-24,SELL,PLTR,37.4537,27797.8317
2024-09-25,BUY,APP,127.9578,8123.4999
2025-01-14,SELL,APP,323.7536,8123.4999
2025-01-23,BUY,APP,353.6088,7425.7362
2025-01-28,SELL,APP,348.0271,7425.7362
2025-02-12,BUY,PLTR,110.2643,23400.3551
2025-02-19,SELL,PLTR,124.443,23400.3551
2025-02-20,BUY,APP,488.2764,5954.3179
2025-02-25,SELL,APP,402.685,5954.3179
2025-05-14,BUY,PLTR,128.7166,18598.0613
2025-08-19,SELL,PLTR,173.5093,18598.0613
2025-08-20,BUY,AMD,165.4314,19474.9947
2025-09-03,SELL,AMD,161.9067,19474.9947
2025-09-04,BUY,PLTR,154.5678,20367.0437
2025-09-09,SELL,PLTR,155.736,20367.0437
2025-09-10,BUY,AVGO,338.6213,9352.0667
2025-09-16,SELL,AVGO,363.9931,9352.0667
2025-09-17,BUY,APP,601.5563,5649.7514
2025-09-23,SELL,APP,638.6406,5649.7514
2025-09-24,BUY,WDC,110.5738,32579.0575
2025-10-07,SELL,WDC,126.5898,32579.0575
2025-10-08,BUY,SNDK,121.128,33993.6345
2025-11-18,SELL,SNDK,255.6359,33993.6345
2025-12-03,BUY,SNDK,196.1054,44242.0172
2025-12-16,SELL,SNDK,202.1762,44242.0172
2025-12-24,BUY,SNDK,246.1602,36278.7358
2026-01-21,SELL,SNDK,460.1887,36278.7358
2026-01-28,BUY,SNDK,499.4696,33372.1442
2026-02-10,SELL,SNDK,589.3147,33372.1442
2026-04-15,BUY,SNDK,934.4199,21013.3063
