symbol,entry_date,entry_px,shares,exit_date,exit_px,pnl,ret_pct,bars_held,open
TQQQ,2023-05-25,16.26,6589.2108,2025-03-07,33.705,114948.79,107.29,446,False
TQQQ,2025-05-13,34.57,6738.3475,2026-03-23,44.57,67383.47,28.93,215,False
TQQQ,2026-04-09,48.96,6070.2696,2026-05-22,77.84,175309.36,58.99,31,True
