date,equity,held
2023-05-24,100000.0,0
2023-05-25,102279.74829872952,1
2023-05-26,106314.32533319309,1
2023-05-30,106366.74354003576,1
2023-05-31,104532.82618959004,1
2023-06-01,107440.8899889465,1
2023-06-02,112104.25925467855,1
2023-06-05,111344.47806901428,1
2023-06-06,112078.05529332184,1
2023-06-07,110925.31752859951,1
2023-06-08,112837.81591072759,1
2023-06-09,113335.57805108326,1
2023-06-12,116400.8347661922,1
2023-06-13,118732.52454112287,1
2023-06-14,119046.91037262787,1
2023-06-15,123343.50645240005,1
2023-06-16,122138.35048083501,1
2023-06-20,120225.85209870694,1
2023-06-21,118267.86701285798,1
2023-06-22,119397.97969320642,1
2023-06-23,116717.24657116162,1
2023-06-26,115219.16774585906,1
2023-06-27,118872.3372784245,1
2023-06-28,119056.3100667723,1
2023-06-29,120344.10930107775,1
2023-06-30,124522.93153255439,1
2023-07-03,125074.82932933929,1
2023-07-05,124338.9690283358,1
2023-07-06,121342.83194598921,1
2023-07-07,120291.55740055467,1
2023-07-10,121185.1145396444,1
2023-07-11,123524.20888764289,1
2023-07-12,126336.36289751242,1
2023-07-13,129253.63099255737,1
2023-07-14,128938.23731638482,1
2023-07-17,130252.35363746883,1
2023-07-18,133169.59088012602,1
2023-07-19,133931.78883616658,1
2023-07-20,131224.75919560174,1
2023-07-21,131172.21757920794,1
2023-07-24,132880.53485899058,1
2023-07-25,133905.50260177578,1
2023-07-26,133852.9507012527,1
2023-07-27,131145.9313448171,1
2023-07-28,134904.2046784287,1
2023-07-31,135666.3717820815,1
2023-08-01,134378.57254777607,1
2023-08-02,128806.84728094787,1
2023-08-03,127545.2931445162,1
2023-08-04,125758.14801394891,1
2023-08-07,128938.23731638481,1
2023-08-08,127203.65437046987,1
2023-08-09,124654.31128386204,1
2023-08-10,124628.03533360049,1
2023-08-11,124391.50036060034,1
2023-08-14,126310.08694725085,1
2023-08-15,122052.43686498964,1
2023-08-16,119161.43443607696,1
2023-08-17,116375.5769447275,1
2023-08-18,116428.12884525055,1
2023-08-21,118740.92667472898,1
2023-08-22,117715.93836368523,1
2023-08-23,121474.2219814261,1
2023-08-24,116454.43564789985,1
2023-08-25,118846.0613281629,1
2023-08-28,121027.43826981659,1
2023-08-29,126204.96257794613,1
2023-08-30,127808.14520429484,1
2023-08-31,127019.67129799273,1
2023-09-01,127650.45865033782,1
2023-09-05,126047.26573985985,1
2023-09-06,123419.07423420888,1
2023-09-07,122157.55095016498,1
2023-09-08,122578.05871151295,1
2023-09-11,125022.2774288161,1
2023-09-12,122867.16615329469,1
2023-09-13,123340.23609929498,1
2023-09-14,126362.63884777388,1
2023-09-15,121737.04318881701,1
2023-09-18,121921.02626129409,1
2023-09-19,121158.8591576413,1
