Symbol,Series
XLK,EQ
XLE,EQ
XLF,EQ
XLV,EQ
XLY,EQ
XLP,EQ
XLI,EQ
XLU,EQ
XLB,EQ
XLC,EQ
XLRE,EQ
GLD,EQ
TLT,EQ
IWM,EQ
EEM,EQ
EFA,EQ
