Symbol,Series
TQQQ,EQ
SOXL,EQ
TECL,EQ
FAS,EQ
UPRO,EQ
UDOW,EQ
TNA,EQ
CURE,EQ
RETL,EQ
DRN,EQ
LABU,EQ
FNGU,EQ
