date,action,symbol,price,shares
2017-03-22,BUY,AMD,14.3952,69411.7992
2017-04-11,SELL,AMD,13.3743,69411.7992
2017-04-12,BUY,TSLA,19.3708,47847.6804
2017-04-18,SELL,TSLA,19.5933,47847.6804
2017-04-19,BUY,AMD,13.1089,71401.7017
2017-04-25,SELL,AMD,13.7725,71401.7017
2017-04-26,BUY,VRTX,115.3847,8508.9593
2017-05-02,SELL,VRTX,117.4972,8508.9593
2017-05-03,BUY,AMD,10.6076,94100.6869
2017-05-09,SELL,AMD,10.3932,94100.6869
2017-05-10,BUY,LRCX,13.6196,71693.8034
2017-05-16,SELL,LRCX,13.9309,71693.8034
2017-05-17,BUY,NVDA,3.0922,322478.6819
2017-06-13,SELL,NVDA,3.6694,322478.6819
2017-06-14,BUY,TSLA,24.8406,47558.9475
2017-07-11,SELL,TSLA,21.3533,47558.9475
2017-07-12,BUY,NVDA,3.9386,257429.371
2017-07-25,SELL,NVDA,4.0074,257429.371
2017-07-26,BUY,VRTX,162.0781,6354.8589
2017-08-29,SELL,VRTX,151.6346,6354.8589
2017-08-30,BUY,NVDA,4.019,239382.5026
2017-10-03,SELL,NVDA,4.3511,239382.5026
2017-10-04,BUY,MU,39.6863,26203.0387
2017-10-10,SELL,MU,42.114,26203.0387
2017-10-11,BUY,NVDA,4.6317,237870.1928
2017-11-14,SELL,NVDA,5.1955,237870.1928
2017-11-15,BUY,MU,45.5048,27115.132
2017-12-05,SELL,MU,41.3416,27115.132
2017-12-06,BUY,MRVL,20.9201,53498.3241
2017-12-12,SELL,MRVL,21.2748,53498.3241
2017-12-13,BUY,MU,42.1842,26937.6411
2017-12-19,SELL,MU,44.1204,26937.6411
2017-12-20,BUY,INTC,41.6523,28488.161
2018-01-03,SELL,INTC,39.638,28488.161
2018-01-04,BUY,TTWO,127.2945,8856.6764
2018-01-09,SELL,TTWO,128.2881,8856.6764
2018-01-10,BUY,NVDA,5.4297,208923.3901
2018-01-17,SELL,NVDA,5.4549,208923.3901
2018-01-18,BUY,TXN,104.3576,10903.2604
2018-01-30,SELL,TXN,99.0579,10903.2604
2018-01-31,BUY,NFLX,25.6663,42013.3302
2018-03-20,SELL,NFLX,30.1481,42013.3302
2018-03-21,BUY,MU,61.265,20641.4198
2018-03-27,SELL,MU,52.5673,20641.4198
2018-03-28,BUY,NFLX,27.1352,39923.2932
2018-05-01,SELL,NFLX,29.7493,39923.2932
2018-05-02,BUY,AMZN,75.8584,15631.6107
2018-05-08,SELL,AMZN,76.9559,15631.6107
2018-05-09,BUY,NFLX,31.3635,38293.5213
2018-06-12,SELL,NFLX,34.5474,38293.5213
2018-06-13,BUY,AMD,16.6617,79272.9001
2018-06-26,SELL,AMD,15.8246,79272.9001
2018-06-27,BUY,NFLX,37.0694,33786.6834
2018-07-24,SELL,NFLX,33.9292,33786.6834
2018-07-25,BUY,AMD,16.3861,69847.1741
2018-10-30,SELL,AMD,17.5602,69847.1741
2018-12-06,BUY,SBUX,61.1982,20009.8155
2018-12-11,SELL,SBUX,60.6189,20009.8155
2019-02-21,BUY,AVGO,24.4208,49590.1431
2019-03-05,SELL,AVGO,24.0792,49590.1431
2019-03-06,BUY,PANW,36.5899,32582.2107
2019-03-19,SELL,PANW,37.8478,32582.2107
2019-03-20,BUY,INTU,246.1645,5001.5021
2019-03-26,SELL,INTU,246.1645,5001.5021
2019-03-27,BUY,WDAY,175.4085,7007.7672
2019-04-02,SELL,WDAY,179.2001,7007.7672
2019-04-03,BUY,LRCX,18.1328,69144.4945
2019-04-16,SELL,LRCX,18.4244,69144.4945
2019-04-17,BUY,MRVL,24.2888,52365.8267
2019-04-23,SELL,MRVL,24.533,52365.8267
2019-04-24,BUY,QCOM,78.5989,16318.7325
2019-05-29,SELL,QCOM,59.5262,16318.7325
2019-05-30,BUY,AMD,28.6169,33890.3526
2019-06-04,SELL,AMD,30.1892,33890.3526
2019-06-12,BUY,AMD,32.8538,31091.784
2019-07-09,SELL,AMD,33.8441,31091.784
2019-07-10,BUY,QCOM,67.9262,15466.6321
2019-07-16,SELL,QCOM,69.1229,15466.6321
2019-07-17,BUY,AMD,34.3036,31115.9389
2019-07-23,SELL,AMD,34.1913,31115.9389
2019-07-24,BUY,WDC,56.8099,18697.2851
2019-07-30,SELL,WDC,56.0472,18697.2851
2019-07-31,BUY,AMD,31.0876,33655.0225
2019-08-06,SELL,AMD,29.4643,33655.0225
2019-08-07,BUY,SBUX,88.7631,11153.6735
2019-09-04,SELL,SBUX,89.5927,11153.6735
2019-09-05,BUY,WDC,61.3558,16260.6945
2019-10-01,SELL,WDC,58.0281,16260.6945
2019-10-02,BUY,KLAC,15.0294,62681.422
2019-10-08,SELL,KLAC,14.9781,62681.422
2019-10-09,BUY,LRCX,22.3093,42015.8148
2019-10-22,SELL,LRCX,22.4796,42015.8148
2019-10-23,BUY,AAPL,57.6197,16365.7169
2019-10-29,SELL,AAPL,57.6458,16365.7169
2019-10-30,BUY,TSLA,20.5565,45820.2031
2019-11-05,SELL,TSLA,20.7007,45820.2031
2019-11-06,BUY,LRCX,26.3648,35918.8301
2019-11-12,SELL,LRCX,25.8385,35918.8301
2019-11-13,BUY,TSLA,22.586,41025.5361
2019-11-26,SELL,TSLA,21.4642,41025.5361
2019-11-27,BUY,DXCM,54.0143,16276.6706
2019-12-10,SELL,DXCM,51.1655,16276.6706
2019-12-11,BUY,TSLA,23.016,36125.7094
2020-03-10,SELL,TSLA,42.1121,36125.7094
2020-04-15,BUY,TSLA,47.6263,31891.9495
2020-05-05,SELL,TSLA,50.1309,31891.9495
2020-05-06,BUY,DXCM,87.0097,18345.2448
2020-05-27,SELL,DXCM,85.374,18345.2448
2020-05-28,BUY,TSLA,52.5845,29736.9055
2020-06-16,SELL,TSLA,64.0906,29736.9055
