date,action,symbol,price,shares,value
2016-05-25,BUY_UPRO,UPRO,11.0367,9234.8963,101922.47
2016-06-28,SELL_UPRO,UPRO,10.1467,8764.0631,88926.03
2016-06-29,BUY_UPRO,UPRO,10.6783,8757.3976,93514.41
2018-03-26,SELL_UPRO,UPRO,22.25,8087.8372,179954.38
2018-03-27,BUY_UPRO,UPRO,21.0817,8081.0098,170361.16
2018-04-03,SELL_UPRO,UPRO,21.0617,7779.982,163859.39
2018-04-04,BUY_UPRO,UPRO,21.7933,7773.9667,169420.64
2018-10-12,SELL_UPRO,UPRO,24.33,7478.2643,181946.17
2018-10-17,BUY_UPRO,UPRO,25.475,7151.8828,182194.22
2018-10-19,SELL_UPRO,UPRO,24.31,7166.7397,174223.44
2018-11-08,BUY_UPRO,UPRO,25.135,6884.8432,173050.53
2018-11-13,SELL_UPRO,UPRO,22.905,6913.8748,158362.31
2018-12-04,BUY_UPRO,UPRO,22.205,6448.8401,143196.49
2018-12-06,SELL_UPRO,UPRO,22.065,6484.5653,143081.94
2019-02-13,BUY_UPRO,UPRO,22.715,6349.923,144238.5
2019-03-11,SELL_UPRO,UPRO,23.455,6079.7428,142600.37
2019-03-12,BUY_UPRO,UPRO,23.695,6074.9297,143945.46
2019-06-03,SELL_UPRO,UPRO,22.165,6131.0044,135893.72
2019-06-05,BUY_UPRO,UPRO,24.2,5752.4964,139210.42
2020-02-28,SELL_UPRO,UPRO,26.695,5804.4776,154950.53
2020-03-03,BUY_UPRO,UPRO,27.385,5172.571,141650.86
2020-03-04,SELL_UPRO,UPRO,30.83,4590.9029,141537.54
2020-03-05,BUY_UPRO,UPRO,27.735,4586.8203,127215.46
2020-03-06,SELL_UPRO,UPRO,26.35,4824.0489,127113.69
2020-05-28,BUY_UPRO,UPRO,21.235,5951.8032,126386.54
2020-06-12,SELL_UPRO,UPRO,21.13,5737.3616,121230.45
2020-06-15,BUY_UPRO,UPRO,21.725,5732.8957,124547.16
2020-06-29,SELL_UPRO,UPRO,21.31,5483.6942,116857.52
2020-06-30,BUY_UPRO,UPRO,22.18,5479.4788,121534.84
2022-01-24,SELL_UPRO,UPRO,60.21,5413.856,325968.27
2022-02-01,BUY_UPRO,UPRO,65.57,5076.5749,332871.02
2022-02-14,SELL_UPRO,UPRO,59.26,5123.0164,303589.94
2022-02-16,BUY_UPRO,UPRO,62.31,4887.1923,304520.96
2022-02-18,SELL_UPRO,UPRO,57.19,4983.1854,284988.37
2022-03-23,BUY_UPRO,UPRO,60.5,4527.4083,273908.2
2022-03-24,SELL_UPRO,UPRO,63.18,4331.8942,273689.08
2022-03-25,BUY_UPRO,UPRO,64.13,4328.4795,277585.38
2022-04-07,SELL_UPRO,UPRO,62.3,4262.5365,265556.02
2022-04-08,BUY_UPRO,UPRO,61.86,4259.1031,263468.12
2022-04-11,SELL_UPRO,UPRO,58.63,4490.1473,263257.34
2022-12-01,BUY_UPRO,UPRO,39.93,6577.8055,262651.77
2022-12-06,SELL_UPRO,UPRO,35.98,6866.6454,247061.9
2023-01-17,BUY_UPRO,UPRO,36.59,6710.061,245521.13
2023-01-19,SELL_UPRO,UPRO,34.05,6864.1883,233725.61
2023-01-24,BUY_UPRO,UPRO,37.08,6276.2149,232722.06
2023-03-10,SELL_UPRO,UPRO,32.42,6555.5456,212530.78
2023-03-17,BUY_UPRO,UPRO,33.71,6086.4074,205172.79
2023-03-20,SELL_UPRO,UPRO,34.63,5919.9724,205008.65
2023-03-21,BUY_UPRO,UPRO,35.96,5915.4099,212718.14
2023-03-23,SELL_UPRO,UPRO,34.3,5886.3554,201901.99
2023-03-24,BUY_UPRO,UPRO,34.97,5881.7364,205684.33
2023-10-23,SELL_UPRO,UPRO,38.75,5931.7727,229856.19
2023-10-25,BUY_UPRO,UPRO,37.89,5798.1324,219691.23
2023-10-26,SELL_UPRO,UPRO,36.49,6015.7706,219515.48
2023-11-03,BUY_UPRO,UPRO,42.44,5307.1482,225235.36
2025-03-11,SELL_UPRO,UPRO,73.08,5506.2606,402397.54
2025-03-25,BUY_UPRO,UPRO,81.0,4996.6154,404725.84
2025-03-27,SELL_UPRO,UPRO,77.28,5051.5045,390380.27
2025-05-13,BUY_UPRO,UPRO,79.37,5014.4514,397997.02
2026-03-20,SELL_UPRO,UPRO,97.09,5283.8943,513013.28
2026-04-09,BUY_UPRO,UPRO,110.36,4726.258,521589.83
