date,action,symbol,price,shares,value
2023-01-26,BUY,PDD,104.66,1910.9497,200000.0
2023-01-26,BUY,NVDA,19.802,10099.9899,200000.0
2023-01-26,BUY,SHOP,48.33,4138.2163,200000.0
2023-01-26,BUY,ASML,683.9,292.4404,200000.0
2023-01-31,BUY,FER,29.99,6542.6116,196212.92
2023-02-21,SELL,SHOP,41.42,4138.2163,171404.91
2023-02-22,SELL,PDD,83.42,1910.9497,159411.42
2023-02-22,BUY,PANW,93.875,1964.1313,184382.82
2023-04-19,SELL,ASML,623.6,292.4404,182365.83
2023-04-19,BUY,CPRT,39.04,5122.2304,199971.88
2023-08-08,SELL,PANW,105.74,1964.1313,207687.24
2023-08-08,BUY,CEG,104.81,2349.5976,246261.32
2023-08-22,SELL,FER,30.0,6542.6116,196278.35
2023-08-22,BUY,CSCO,55.46,4412.1915,244700.13
2023-09-21,SELL,NVDA,41.017,10099.9899,414271.27
2023-09-21,SELL,CPRT,43.14,5122.2304,220973.02
2023-09-28,BUY,COST,568.63,412.4688,234542.14
2023-10-04,BUY,PCAR,86.67,2687.2243,232901.73
2023-10-19,SELL,PCAR,82.55,2687.2243,221830.37
2023-10-20,SELL,CSCO,52.93,4412.1915,233537.29
2023-10-24,BUY,MSTR,42.487,5467.1532,232282.94
2023-10-25,BUY,MSFT,340.67,680.8746,231953.55
2023-10-26,SELL,COST,547.6,412.4688,225867.91
2023-10-26,SELL,MSFT,327.89,680.8746,223251.97
2023-10-31,BUY,TMUS,143.86,1593.5666,229250.49
2023-11-01,BUY,MSFT,346.07,667.0866,230858.67
2023-12-07,SELL,CEG,110.53,2349.5976,259701.02
2023-12-07,BUY,CRWD,240.17,1047.0314,251465.52
2024-01-11,SELL,MSTR,53.618,5467.1532,293137.82
2024-01-11,BUY,SHOP,81.3,3204.4926,260525.26
2024-04-03,SELL,SHOP,75.64,3204.4926,242387.82
2024-04-03,BUY,APP,72.86,3697.2525,269381.82
2024-04-12,SELL,TMUS,160.05,1593.5666,255050.33
2024-04-19,SELL,MSFT,399.12,667.0866,266247.6
