symbol,entry_date,entry_px,shares,exit_date,exit_px,pnl,ret_pct,bars_held
AMD,2023-05-24,108.27,1847.2338,2023-08-17,104.44,-7074.89,-3.54,58
FER,2023-05-24,31.22,6406.15,2023-08-22,30.0,-7815.5,-3.91,61
CSCO,2023-08-17,54.73,3751.1719,2023-10-20,52.93,-6752.11,-3.29,45
META,2023-05-24,249.21,802.536,2023-10-26,288.35,31411.26,15.71,107
APP,2023-08-23,40.18,5131.9265,2023-11-30,37.48,-13856.21,-6.72,69
MSTR,2023-10-24,42.487,5008.8048,2024-01-11,53.618,55753.01,26.2,54
PDD,2023-11-30,147.44,1570.3398,2024-02-05,121.14,-41299.94,-17.84,44
SHOP,2024-01-11,81.3,3106.3972,2024-04-03,75.64,-17582.22,-6.96,56
TMUS,2023-10-31,143.86,1424.996,2024-04-12,160.05,23070.69,11.25,112
CRWD,2023-05-24,149.2,1340.4826,2024-04-19,282.64,178874.02,89.44,227
KHC,2024-04-19,37.78,6317.8134,2024-05-01,36.28,-9476.72,-3.97,8
PEP,2024-04-22,176.46,1372.8165,2024-05-30,170.48,-8209.46,-3.39,27
APP,2024-04-03,72.86,3613.4019,2024-07-25,76.17,11960.35,4.54,78
NVDA,2024-02-05,69.332,3574.5653,2024-07-30,103.73,122957.91,49.61,121
CHTR,2024-07-30,383.07,738.8716,2024-10-21,315.41,-49992.06,-17.66,58
INSM,2024-05-30,56.98,4753.1216,2024-10-24,71.71,70013.48,25.85,102
AEP,2024-05-01,88.15,2760.4507,2024-11-06,96.25,22359.65,9.19,131
APP,2024-10-21,158.85,1760.69,2024-12-10,321.06,285601.5,102.12,35
TSLA,2024-12-10,400.99,962.7099,2025-01-02,379.28,-20900.42,-5.41,15
PLTR,2024-10-24,43.56,6440.5176,2025-01-13,64.98,137955.9,49.17,53
LITE,2024-11-06,71.97,4164.2747,2025-01-27,74.17,9161.39,3.06,53
GOOGL,2025-01-06,196.87,1982.3706,2025-02-21,179.66,-34116.58,-8.74,31
PDD,2025-02-21,131.34,2832.1216,2025-03-03,112.6,-53073.95,-14.27,6
BKR,2025-01-14,45.07,8177.3245,2025-03-05,42.32,-22487.64,-6.1,34
ISRG,2025-01-15,580.11,647.6299,2025-03-06,538.57,-26902.53,-7.16,34
AMGN,2025-03-05,316.57,1121.0012,2025-04-08,280.26,-40703.55,-11.47,24
GILD,2024-07-25,76.51,3768.6374,2025-05-06,97.88,80535.76,27.93,195
EXC,2025-03-03,44.55,8064.6655,2025-05-14,42.25,-18548.72,-5.16,51
MNST,2025-05-12,61.36,5375.9129,2025-07-10,59.17,-11773.26,-3.57,40
CHTR,2025-05-14,413.86,791.7981,2025-07-16,379.62,-27111.16,-8.27,42
MELI,2025-05-12,2504.6101,131.7035,2025-08-06,2317.22,-24679.94,-7.48,59
INTU,2025-05-12,662.3,498.0613,2025-08-19,701.03,19289.94,5.85,68
MCHP,2025-07-10,75.08,4380.4417,2025-09-15,63.17,-52171.08,-15.86,46
ALNY,2025-08-06,428.14,759.2879,2025-11-25,429.8,1260.4,0.39,78
INTC,2025-08-19,25.31,12866.3059,2026-01-26,42.49,221043.16,67.88,109
LITE,2025-07-16,99.63,3263.0439,2026-03-06,558.44,1497117.2,460.51,161
STX,2026-01-26,358.29,1579.6657,2026-03-06,352.8,-8672.4,-1.53,28
SBUX,2026-03-09,99.77,7204.3113,2026-03-27,86.81,-93367.87,-12.99,14
WBD,2025-09-15,19.46,18314.7209,2026-04-10,27.44,146151.5,41.01,143
