date,action,symbol,price,shares,value
2023-05-24,BUY,SMCI,16.762,11931.751,200000.0
2023-05-24,BUY,META,249.21,802.536,200000.0
2023-05-24,BUY,AMD,108.27,1847.2338,200000.0
2023-05-24,BUY,CRWD,149.2,1340.4826,200000.0
2023-08-09,SELL,SMCI,26.613,11931.751,317539.7
2023-08-09,BUY,HAL,40.46,5737.2132,232127.64
2023-08-09,BUY,SLB,59.51,3900.6494,232127.64
2023-08-17,SELL,AMD,104.44,1847.2338,192925.11
2023-08-17,BUY,TPL,212.0533,1054.6711,223646.51
2023-10-26,SELL,META,288.35,802.536,231411.26
2023-10-26,SELL,SLB,55.87,3900.6494,217929.28
2023-11-02,BUY,NRG,45.13,5134.2144,231707.1
2023-11-02,BUY,ALL,131.36,1763.9091,231707.1
2023-11-07,SELL,HAL,37.95,5737.2132,217727.25
2023-11-08,SELL,TPL,183.3944,1054.6711,193420.81
2023-11-08,BUY,DELL,72.48,3143.969,227874.88
2024-04-19,SELL,CRWD,282.64,1340.4826,378874.02
2024-04-19,BUY,AXP,231.04,1378.9541,318593.55
2024-05-31,SELL,DELL,139.56,3143.969,438772.3
2024-05-31,BUY,NEE,80.02,4322.3611,345875.32
2024-06-03,BUY,IP,45.55,7443.0675,339031.72
2024-06-04,SELL,ALL,163.42,1763.9091,288258.02
2024-06-13,SELL,AXP,222.19,1378.9541,306389.82
2024-06-13,BUY,MU,143.14,2315.4824,331438.15
2024-07-17,SELL,NRG,72.54,5134.2144,372435.91
2024-07-17,SELL,MU,119.5,2315.4824,276700.15
2024-07-17,BUY,SATS,20.33,15343.5568,311934.51
2024-07-17,BUY,EXR,167.81,1858.8553,311934.51
2024-08-09,SELL,SATS,16.76,15343.5568,257158.02
2024-08-09,BUY,PLTR,30.01,10101.7548,303153.66
2024-10-21,SELL,EXR,164.8,1858.8553,306339.36
2024-10-21,BUY,APP,158.85,2130.104,338367.04
2024-11-01,SELL,NEE,77.35,4322.3611,334334.62
2024-11-01,BUY,UAL,80.46,4301.0436,346061.97
2024-12-10,SELL,APP,321.06,2130.104,683891.19
2024-12-10,BUY,TSLA,400.99,1206.6582,483857.85
2025-01-02,SELL,TSLA,379.28,1206.6582,457661.31
2025-01-02,BUY,EQT,47.35,10218.1082,483827.41
2025-01-13,SELL,PLTR,64.98,10101.7548,656412.06
2025-01-13,BUY,CF,95.5,5001.7351,477665.71
2025-01-13,BUY,MMM,134.6,3548.7792,477665.71
2025-02-06,SELL,CF,84.12,5001.7351,420745.97
2025-02-06,BUY,PLTR,111.28,4385.0703,487970.62
2025-02-24,SELL,PLTR,90.68,4385.0703,397638.17
2025-02-27,SELL,UAL,92.17,4301.0436,396427.18
2025-02-27,BUY,SATS,30.41,14625.6133,444764.9
2025-03-04,SELL,IP,51.3,7443.0675,381829.36
2025-03-04,BUY,LH,256.81,1723.7895,442686.37
2025-03-10,SELL,SATS,25.18,14625.6133,368272.95
2025-03-12,SELL,LH,236.83,1723.7895,408245.07
2025-03-24,BUY,VRSN,245.36,1759.9055,431810.42
2025-03-24,BUY,GL,129.79,3326.9932,431810.42
2025-04-03,SELL,MMM,139.74,3548.7792,495906.43
2025-04-04,SELL,EQT,46.11,10218.1082,471156.98
2025-04-04,SELL,GL,117.22,3326.9932,389990.14
2025-05-12,BUY,NRG,150.61,2718.9256,409497.38
2025-05-12,BUY,MOS,32.95,12427.8413,409497.38
2025-05-12,BUY,MNST,61.36,6673.686,409497.38
2025-07-10,SELL,MNST,59.17,6673.686,394881.99
2025-07-10,BUY,HOOD,98.7,4216.419,416160.54
2025-07-30,SELL,VRSN,266.98,1759.9055,469859.6
2025-07-30,BUY,AMD,179.51,2366.5366,424816.97
2025-08-06,SELL,MOS,30.93,12427.8413,384393.13
2025-08-06,BUY,ORCL,256.43,1534.8148,393572.56
2025-10-30,SELL,ORCL,256.89,1534.8148,394278.61
2025-10-30,BUY,STX,268.34,1780.2227,477704.96
2025-11-13,SELL,HOOD,121.53,4216.419,512421.39
2025-11-13,BUY,ALB,114.57,3966.8611,454483.27
2025-11-20,SELL,AMD,206.02,2366.5366,487553.88
2025-11-20,BUY,CAH,207.9,2044.2584,425001.3
2025-11-21,SELL,NRG,159.2,2718.9256,432852.94
2025-11-21,BUY,LLY,1059.7,400.1798,424070.52
2026-03-05,SELL,LLY,983.26,400.1798,393480.8
2026-03-05,BUY,LYB,65.88,7651.8491,504103.8
2026-03-06,SELL,STX,352.8,1780.2227,628062.56
2026-03-06,BUY,CF,115.78,4318.9374,500046.57
2026-03-20,SELL,CAH,207.83,2044.2584,424858.22
2026-04-08,BUY,LITE,896.02,588.9346,527697.16
2026-05-19,SELL,ALB,169.0,3966.8611,670399.53
2026-05-19,BUY,DDOG,215.15,2415.8658,519773.52
