date,action,symbol,price,shares
2021-05-26,BUY,WDC,76.2797,13099.1486
2021-06-02,SELL,WDC,78.1571,13099.1486
2021-06-03,BUY,AMAT,136.5878,7483.4902
2021-06-08,SELL,AMAT,136.0669,7483.4902
2021-06-09,BUY,NVDA,17.0052,59783.2441
2021-07-27,SELL,NVDA,18.8173,59783.2441
2021-07-28,BUY,INTU,511.8256,2194.4197
2021-08-03,SELL,INTU,518.753,2194.4197
2021-08-04,BUY,NVDA,19.8616,57222.8527
2021-08-17,SELL,NVDA,19.0622,57222.8527
2021-08-18,BUY,AMD,105.6059,10312.3903
2021-08-24,SELL,AMD,109.9041,10312.3903
2021-08-25,BUY,NVDA,21.7612,51998.9578
2021-09-21,SELL,NVDA,20.8175,51998.9578
2021-09-22,BUY,PANW,74.2863,14548.5499
2021-10-19,SELL,PANW,79.9861,14548.5499
2021-10-20,BUY,AMD,118.8271,9777.3961
2021-10-26,SELL,AMD,125.504,9777.3961
2021-10-27,BUY,TSLA,338.6368,3617.8557
2021-11-09,SELL,TSLA,333.9513,3617.8557
2021-11-10,BUY,NVDA,28.8649,41789.6234
2021-12-07,SELL,NVDA,31.777,41789.6234
2021-12-08,BUY,MRVL,90.7308,14612.6928
2022-01-04,SELL,MRVL,87.8287,14612.6928
2022-01-05,BUY,TSLA,355.0358,3609.1015
2022-01-25,SELL,TSLA,299.6589,3609.1015
2022-01-26,BUY,QCOM,161.8509,6671.377
2022-02-08,SELL,QCOM,173.0836,6671.377
2022-02-09,BUY,AAPL,170.2804,6770.3492
2022-02-15,SELL,AAPL,166.9092,6770.3492
2022-02-16,BUY,PANW,82.1587,13732.2701
2022-02-23,SELL,PANW,74.5423,13732.2701
2022-02-24,BUY,MU,89.3333,11440.2605
2022-03-01,SELL,MU,86.7487,11440.2605
2022-03-02,BUY,PANW,90.8442,10907.0257
2022-03-08,SELL,PANW,81.962,10907.0257
2022-03-09,BUY,AMGN,229.3991,3890.7319
2022-03-22,SELL,AMGN,234.3645,3890.7319
2022-03-23,BUY,PANW,94.2746,9656.7817
2022-03-29,SELL,PANW,96.2209,9656.7817
2022-03-30,BUY,TSLA,356.9511,2598.946
2022-04-12,SELL,TSLA,322.0257,2598.946
2022-04-13,BUY,COST,511.4832,1633.6555
2022-04-19,SELL,COST,514.2609,1633.6555
2022-04-20,BUY,PANW,97.7286,8582.7521
2022-04-26,SELL,PANW,90.6459,8582.7521
2022-04-27,BUY,AMGN,246.5748,3150.143
2022-05-03,SELL,AMGN,230.1226,3150.143
2022-05-04,BUY,TMUS,130.8086,5532.9536
2022-05-10,SELL,TMUS,121.5492,5532.9536
2022-05-11,BUY,AMGN,238.4974,2815.3296
2022-06-07,SELL,AMGN,244.4298,2815.3296
2022-06-08,BUY,TMUS,137.696,4989.6025
2022-06-14,SELL,TMUS,124.7676,4989.6025
2022-06-15,BUY,AMGN,236.457,2628.5687
2022-06-22,SELL,AMGN,236.2472,2628.5687
2022-06-23,BUY,WMT,40.5228,15299.9593
2022-07-06,SELL,WMT,41.4552,15299.9593
2022-07-07,BUY,AMGN,244.3399,2591.6638
2022-07-19,SELL,AMGN,245.9984,2591.6638
2022-07-20,BUY,COST,520.0316,1224.01
2022-08-02,SELL,COST,544.5195,1224.01
2022-08-03,BUY,CDNS,181.4565,3667.1587
2022-08-30,SELL,CDNS,174.9624,3667.1587
2022-08-31,BUY,AMZN,129.2236,4957.1992
2022-09-07,SELL,AMZN,126.0165,4957.1992
2022-09-08,BUY,COST,523.5384,1191.2941
2022-09-13,SELL,COST,530.6428,1191.2941
