date,action,symbol,price,shares,value
2016-05-24,BUY,OKE,41.7,7993.605,333333.33
2016-05-24,BUY,NVDA,1.134,293944.753,333333.33
2016-05-24,BUY,AMD,4.2,79365.083,333333.33
2016-06-01,SELL,OKE,43.77,37.9561,1661.34
2016-06-01,SELL,AMD,4.43,760.3951,3368.55
2016-06-01,BUY,NVDA,1.1703,3614.5177,4229.89
2016-07-01,SELL,OKE,47.57,79.0356,3759.72
2016-07-01,SELL,AMD,5.07,4701.2408,23835.29
2016-07-01,SELL,NVDA,1.1665,297559.2707,347102.88
2016-07-01,BUY,NEM,40.34,9288.3115,374690.49
2016-08-01,SELL,OKE,42.99,7876.6132,338615.62
2016-08-01,SELL,AMD,6.64,11709.3283,77749.94
2016-08-01,BUY,FCX,12.48,33090.4612,412968.94
2016-08-01,BUY,NVDA,1.4182,291182.0556,412968.94
2016-08-01,SELL,NEM,44.16,9288.3115,410171.84
2016-09-01,BUY,DVN,43.7,9595.6882,419331.58
2016-09-01,SELL,AMD,7.35,5142.202,37795.18
2016-09-01,SELL,NVDA,1.5788,25572.1881,40372.09
2016-09-01,SELL,FCX,10.35,33090.4612,342486.29
2016-10-03,SELL,DVN,44.2,9595.6882,424129.43
2016-10-03,BUY,AMD,6.95,4074.8533,28320.23
2016-10-03,SELL,NVDA,1.7112,265609.8676,454524.87
2016-10-03,BUY,LITE,41.45,10249.2408,424831.04
2016-10-03,BUY,WMB,30.63,13869.7699,424831.04
2016-11-01,SELL,AMD,7.09,4936.5674,35000.26
2016-11-01,BUY,NVDA,1.7263,230782.6403,398388.54
2016-11-01,SELL,LITE,35.8,10249.2408,366922.81
2016-11-01,SELL,WMB,28.57,13869.7699,396259.32
2016-11-01,BUY,TPL,29.58,13468.1726,398388.54
2016-12-01,BUY,AMD,8.39,27.5834,231.42
2016-12-01,SELL,NVDA,2.191,15507.7674,33977.52
2016-12-01,BUY,TPL,32.61,995.7107,32470.13
2017-01-03,BUY,CFG,35.86,15551.1361,557663.75
2017-01-03,SELL,AMD,11.43,7428.308,84905.56
2017-01-03,BUY,NVDA,2.5503,3395.3502,8658.99
2017-01-03,SELL,TPL,33.2878,14463.8833,481470.52
2017-02-01,SELL,CFG,36.49,15551.1361,567460.98
2017-02-01,BUY,URI,129.89,4562.5601,592630.92
2017-02-01,BUY,AMD,12.06,350.7295,4229.8
2017-02-01,SELL,NVDA,2.8488,10638.3146,30305.9
2017-03-01,SELL,URI,133.36,4562.5601,608463.01
2017-03-01,SELL,AMD,14.96,7312.3371,109392.56
2017-03-01,BUY,ANET,7.54,82990.0459,625744.94
2017-03-01,SELL,NVDA,2.5698,208031.9085,534590.01
2017-03-01,BUY,CSX,16.4033,38147.4251,625744.94
2017-04-03,BUY,AMD,14.64,1114.4177,16315.08
2017-04-03,BUY,SHOP,6.923,90809.6383,628675.11
2017-04-03,SELL,ANET,8.2312,82990.0459,683111.8
2017-04-03,SELL,CSX,15.5333,38147.4251,592556.65
2017-04-03,BUY,NRG,18.73,33565.143,628675.11
2017-05-01,SELL,SHOP,7.726,11253.1313,86941.69
2017-05-01,SELL,AMD,13.62,42942.2881,584873.96
2017-05-01,BUY,BLDR,16.21,37918.1736,614653.56
2017-05-01,BUY,ALGN,133.68,4597.9473,614653.56
2017-05-01,SELL,NRG,16.67,33565.143,559530.94
2017-06-01,BUY,XYZ,23.23,27855.5392,647084.16
2017-06-01,BUY,TTD,5.496,117737.297,647084.16
2017-06-01,SELL,SHOP,9.344,10305.2043,96291.83
2017-06-01,SELL,ALGN,145.91,4597.9473,670886.51
2017-06-01,SELL,BLDR,13.95,37918.1736,528958.51
2017-07-03,SELL,XYZ,22.83,27855.5392,635941.96
2017-07-03,BUY,TTD,4.972,3932.1018,19550.41
2017-07-03,BUY,SHOP,8.6,1090.5856,9379.04
2017-07-03,BUY,ALNY,81.7,7404.4099,604940.27
2017-08-01,SELL,TTD,5.342,121669.3988,649957.93
2017-08-01,SELL,SHOP,10.408,6867.371,71475.6
2017-08-01,BUY,FSLR,49.65,13305.9971,660642.78
