date,action,symbol,price,shares,value
2016-05-24,BUY,AMD,4.2,47619.0498,200000.0
2016-05-24,BUY,MELI,134.6,1485.884,200000.0
2016-05-24,BUY,NXPI,91.58,2183.8829,200000.0
2016-05-24,BUY,AMAT,23.49,8514.2615,200000.0
2016-06-24,SELL,NXPI,80.07,2183.8829,174863.5
2016-07-01,BUY,AXON,24.89,8249.5731,205331.87
2016-09-09,SELL,AMD,5.9,47619.0498,280952.4
2016-09-12,BUY,STX,36.55,6443.1431,235496.88
2016-10-03,SELL,AXON,24.29,8249.5731,200382.14
2016-10-03,BUY,NXPI,102.76,2321.4307,238550.22
2016-11-10,SELL,MELI,162.81,1485.884,241916.78
2016-11-10,BUY,CSX,11.51,19357.7963,222808.24
2017-01-12,SELL,STX,36.75,6443.1431,236785.51
2017-01-12,BUY,ADP,103.8,2292.6799,237980.18
2017-01-23,SELL,NXPI,96.0,2321.4307,222857.34
2017-01-23,BUY,TSLA,16.5947,14864.7168,246675.03
2017-05-03,SELL,ADP,97.51,2292.6799,223559.22
2017-05-03,BUY,LRCX,15.008,18468.5539,277176.06
2017-07-24,SELL,CSX,16.94,19357.7963,327921.08
2017-07-24,BUY,LITE,67.95,4363.6641,296510.96
2017-08-10,SELL,AMAT,42.03,8514.2615,357854.4
2017-08-10,SELL,LITE,53.05,4363.6641,231492.38
2017-08-10,BUY,XEL,48.64,5600.4802,272407.35
2017-08-11,BUY,CCEP,43.75,6265.8203,274129.64
2017-09-13,SELL,CCEP,41.38,6265.8203,259279.65
2017-09-13,BUY,MU,34.59,8100.4063,280193.06
2017-09-22,SELL,XEL,47.41,5600.4802,265518.77
2017-09-22,BUY,PYPL,65.08,4294.2074,279467.03
2017-09-26,SELL,TSLA,23.0167,14864.7168,342136.23
2017-09-26,BUY,ODFL,35.85,7548.6059,270617.51
2017-12-04,SELL,LRCX,18.074,18468.5539,333800.63
2017-12-04,BUY,ROST,78.01,3858.7166,301018.49
2018-01-30,SELL,MU,41.67,8100.4063,337543.92
2018-01-30,BUY,KDP,119.0,2760.7509,328529.35
2018-02-08,SELL,PYPL,72.32,4294.2074,310557.08
2018-02-09,BUY,FTNT,9.308,32687.1399,304251.89
2018-03-22,SELL,ROST,75.04,3858.7166,289558.1
2018-03-23,BUY,DXCM,17.2,18506.2214,318307.02
2018-04-26,SELL,ODFL,44.31,7548.6059,334478.74
2018-04-26,BUY,BKR,35.98,8957.3111,322284.05
2018-07-10,SELL,KDP,22.19,2760.7509,61261.06
2018-07-10,BUY,IDXX,234.1,1289.726,301924.85
2018-07-16,SELL,BKR,32.33,8957.3111,289589.88
2018-07-27,BUY,AMD,18.94,15650.7145,296424.54
2018-10-04,SELL,IDXX,231.11,1289.726,298068.57
2018-10-10,SELL,AMD,25.0,15650.7145,391267.86
2018-10-16,BUY,SBUX,57.81,6395.6803,369734.29
2018-11-02,SELL,FTNT,14.512,32687.1399,474355.78
2018-11-07,BUY,WMT,34.7733,10932.5762,380162.13
2018-11-07,BUY,CCEP,47.26,8044.0572,380162.13
