symbol,entry_date,entry_px,shares,exit_date,exit_px,pnl,ret_pct,bars_held,open
TQQQ,2023-04-05,13.4098,7217.2757,2025-03-07,33.6744,146255.21,151.12,461,False
TQQQ,2025-03-10,29.7902,7052.2129,2025-03-11,29.5506,-1689.71,-0.8,1,False
TQQQ,2025-03-26,31.6574,6240.5116,2025-03-27,31.0534,-3769.27,-1.91,1,False
TQQQ,2025-05-13,34.558,5976.2796,2026-03-23,44.67,60432.14,29.26,208,False
TQQQ,2026-04-09,48.98,5347.6316,2026-06-16,79.9,165348.77,63.13,43,True
