date,action,symbol,price,shares,value
2023-05-24,BUY,META,249.21,1337.56,333333.33
2023-05-24,BUY,SMCI,16.762,19886.2517,333333.33
2023-05-24,BUY,APP,24.43,13644.4261,333333.33
2023-06-01,BUY,CVNA,3.16,122577.5788,387345.16
2023-06-01,BUY,PLTR,14.54,26639.9698,387345.16
2023-06-01,SELL,APP,24.83,13644.4261,338791.1
2023-06-01,SELL,META,272.61,1337.56,364632.21
2023-06-01,SELL,SMCI,23.102,3119.5141,72067.01
2023-07-03,SELL,CVNA,5.16,28098.2744,144987.09
2023-07-03,SELL,PLTR,15.52,26639.9698,413452.34
2023-07-03,BUY,CCL,18.96,25712.7226,487513.2
2023-07-03,BUY,SMCI,24.92,2796.3922,69686.09
2023-08-01,SELL,CVNA,9.822,24906.6389,244633.0
2023-08-01,BUY,PLTR,19.99,34184.227,683342.69
2023-08-01,SELL,CCL,17.99,25712.7226,462571.87
2023-08-01,BUY,SMCI,33.756,680.4618,22969.67
2023-09-01,SELL,CVNA,10.17,10689.2524,108709.7
2023-09-01,SELL,PLTR,15.18,34184.227,518916.58
2023-09-01,BUY,APP,43.19,13865.347,598844.32
2023-09-01,BUY,SMCI,28.216,979.981,27651.14
2023-10-02,BUY,CVNA,7.85,10767.5032,84524.9
2023-10-02,SELL,APP,40.82,470.94,19223.77
2023-10-02,SELL,SMCI,28.886,2295.3827,66304.42
2023-11-01,SELL,SMCI,25.227,18928.1899,477501.43
2023-11-01,SELL,CVNA,5.198,69650.9163,362045.46
2023-11-01,SELL,APP,36.7,13394.4069,491574.74
2023-12-01,BUY,COIN,133.76,3314.1965,443306.9
2023-12-01,BUY,CRWD,235.03,1886.1716,443306.9
2023-12-01,BUY,CVNA,7.04,62969.7303,443306.9
2024-01-02,BUY,COIN,156.88,85.4513,13405.6
2024-01-02,SELL,CVNA,9.774,8402.844,82129.4
2024-01-02,BUY,CRWD,246.89,274.0486,67659.86
2024-02-01,SELL,COIN,128.95,3399.6478,438384.57
2024-02-01,SELL,CVNA,8.506,54566.8863,464145.91
2024-02-01,BUY,AMD,170.48,3028.9087,516368.34
2024-02-01,SELL,CRWD,299.37,435.3702,130336.76
2024-02-01,BUY,SMCI,58.35,8849.5005,516368.34
2024-03-01,BUY,COIN,205.77,3168.6963,652022.65
2024-03-01,BUY,CVNA,16.592,39297.4135,652022.65
2024-03-01,SELL,AMD,202.64,3028.9087,613778.06
2024-03-01,SELL,CRWD,314.6,1724.85,542637.83
2024-03-01,SELL,SMCI,90.548,1648.6493,149281.89
2024-04-01,SELL,COIN,252.11,225.8896,56949.03
2024-04-01,SELL,CVNA,17.358,39297.4135,682124.49
2024-04-01,BUY,NVDA,90.363,8210.3405,741910.99
2024-04-01,SELL,SMCI,103.715,47.4884,4925.26
2024-05-01,SELL,COIN,210.09,44.0598,9256.51
2024-05-01,BUY,CVNA,17.418,34963.7017,608997.73
2024-05-01,SELL,NVDA,83.041,8210.3405,681794.89
2024-05-01,BUY,SMCI,73.83,1095.2857,80864.94
2024-06-03,SELL,COIN,231.39,2898.7469,670741.05
2024-06-03,SELL,CVNA,19.792,1326.0282,26244.75
2024-06-03,BUY,FSLR,272.72,2441.1734,665756.83
